news_headline,news_article,news_category,full_text,clean_text,chunked_text
2-time Cricket WC winner Viv Richards also played FIFA World Cup,"Cricket legend Viv Richards is the only man to play in cricket and football World Cups. Richards, who was born on March 7, 1952, won the first two editions of the Cricket World Cup with West Indies and was part of Antigua's squad in the 1974 FIFA World Cup Qualifiers. Richards represented West Indies in 121 Tests and 187 ODIs.",sports,"2-time Cricket WC winner Viv Richards also played FIFA World Cup. Cricket legend Viv Richards is the only man to play in cricket and football World Cups. Richards, who was born on March 7, 1952, won the first two editions of the Cricket World Cup with West Indies and was part of Antigua's squad in the 1974 FIFA World Cup Qualifiers. Richards represented West Indies in 121 Tests and 187 ODIs.",2time cricket wc winner viv richard also play fifa world cup cricket legend viv richard man play cricket football world cup richard bear march 7 1952 win first two edition cricket world cup west indie part antiguas squad 1974 fifa world cup qualifier richard represent west indie 121 test 187 odi,"(S
  (NP 2-time/JJ Cricket/NNP WC/NNP winner/NN Viv/NNP Richards/NNP)
  also/RB
  (VP played/VBD)
  (NP FIFA/NNP World/NNP Cup./NNP Cricket/NNP)
  (VP legend/VBP)
  (NP
    Viv/NNP
    Richards/NNP
    man/NN
    play/NN
    cricket/NN
    football/NN
    World/NNP
    Cups./NNP
    Richards/NNP)
  ,/,
  (VP born/VBN)
  (NP March/NNP 7/CD)
  ,/,
  (NP 1952/CD)
  ,/,
  first/RB
  (NP
    two/CD
    editions/NNS
    Cricket/NNP
    World/NNP
    Cup/NNP
    West/NNP
    Indies/NNP
    part/NN
    Antiguas/NNP
    squad/NN
    1974/CD
    FIFA/NNP
    World/NNP
    Cup/NNP
    Qualifiers./NNP
    Richards/NNP)
  (VP represented/VBD)
  (NP West/NNP Indies/NNPS 121/CD Tests/NNS 187/CD ODIs/NNP)
  ./.)"
Security watching match: Gavaskar on pitch invader chasing Dhoni ,"Reacting to pitch invader chasing MS Dhoni during the second India-Australia ODI, commentator Matthew Hayden asked Sunil Gavaskar, ""Where was the security, Sunny?"" ""They are watching the match and therefore were not able to stop these invasions. In Australia, South Africa, and England, the security guys are sitting with their back towards the game and watching the crowd,"" Gavaskar replied.",sports,"Security watching match: Gavaskar on pitch invader chasing Dhoni . Reacting to pitch invader chasing MS Dhoni during the second India-Australia ODI, commentator Matthew Hayden asked Sunil Gavaskar, ""Where was the security, Sunny?"" ""They are watching the match and therefore were not able to stop these invasions. In Australia, South Africa, and England, the security guys are sitting with their back towards the game and watching the crowd,"" Gavaskar replied.",security watch match gavaskar pitch invader chase dhoni react pitch invader chase ms dhoni second india australia odi commentator matthew hayden ask sunil gavaskar security sunny watch match therefore not able stop invasion australia south africa england security guy sit back towards game watch crowd gavaskar reply,"(S
  (NP Security/NN watching/VBG match/NN)
  :/:
  (NP Gavaskar/NNP pitch/NN invader/NN)
  (VP chasing/VBG)
  (NP Dhoni/NNP)
  ./.
  (VP Reacting/VBG)
  (NP pitch/NN invader/NN)
  (VP chasing/VBG)
  (NP MS/NNP Dhoni/NNP second/JJ India-Australia/NNP ODI/NNP)
  ,/,
  (NP commentator/NN Matthew/NNP Hayden/NNP)
  (VP asked/VBD)
  (NP Sunil/NNP Gavaskar/NNP)
  ,/,
  (NP ""/NNP security/NN)
  ,/,
  (NP Sunny/NNP)
  ?/.
  (NP ""/NNP ""/NNPS)
  (VP watching/VBG)
  (NP match/NN)
  therefore/RB
  not/RB
  (NP able/JJ)
  (VP stop/VB)
  (NP invasions./NN Australia/NNP)
  ,/,
  (NP South/NNP Africa/NNP)
  ,/,
  (NP England/NNP)
  ,/,
  (NP security/NN guys/NNS)
  (VP sitting/VBG back/RB)
  (NP towards/NNS game/NN)
  (VP watching/VBG)
  (NP crowd/NN)
  ,/,
  (NP ""/NNP Gavaskar/NNP)
  (VP replied/VBD)
  ./.)"
Umpires fail to notice Glenn Maxwell violating 'fake fielding' rule,"During the second India-Australia ODI, Australian all-rounder Glenn Maxwell violated the 'fake fielding' rule in India's 42nd over. India all-rounder Ravindra Jadeja cut a Nathan Coulter-Nile delivery towards backward point, where Maxwell acted like he was throwing the ball to the wicketkeeper despite the ball having gone to the third-man. The umpires failed to notice Maxwell breaching the law. ",sports,"Umpires fail to notice Glenn Maxwell violating 'fake fielding' rule. During the second India-Australia ODI, Australian all-rounder Glenn Maxwell violated the 'fake fielding' rule in India's 42nd over. India all-rounder Ravindra Jadeja cut a Nathan Coulter-Nile delivery towards backward point, where Maxwell acted like he was throwing the ball to the wicketkeeper despite the ball having gone to the third-man. The umpires failed to notice Maxwell breaching the law. ",umpire fail notice glenn maxwell violate fake fielding rule second india australia odi australian round glenn maxwell violate fake fielding rule indias 42nd india round ravindra jadeja cut nathan coulter nile delivery towards backward point maxwell act like throw ball wicketkeeper despite ball go third man umpire fail notice maxwell breach law,"(S
  (NP Umpires/NNS)
  (VP fail/VBP)
  (NP notice/NN Glenn/NNP Maxwell/NNP)
  (VP violating/VBG)
  (NP
    fake/JJ
    fielding/JJ
    rule./JJ
    second/JJ
    India-Australia/NNP
    ODI/NNP)
  ,/,
  (NP Australian/JJ all-rounder/NN Glenn/NNP Maxwell/NNP)
  (VP violated/VBD)
  (NP fake/JJ fielding/NN rule/NN Indias/NNP 42nd/CD)
  (PP over./IN)
  (NP India/NNP all-rounder/NN Ravindra/NNP Jadeja/NNP)
  (VP cut/VBD)
  (NP Nathan/NNP Coulter-Nile/JJ delivery/NN towards/NNS)
  backward/RB
  (NP point/NN)
  ,/,
  (NP Maxwell/NNP)
  (VP acted/VBD)
  (PP like/IN)
  (VP throwing/VBG)
  (NP ball/NN)
  (PP wicketkeeper/IN)
  (PP despite/IN)
  (NP ball/NN gone/VBN third-man./JJ umpires/NNS)
  (VP failed/VBD notice/RB)
  (NP Maxwell/NNP breaching/VBG law./NN))"
Bhabhiji ruining our fitness levels: Pant on dinner at Dhoni's home,"Wicketkeeper-batsman Rishabh Pant took to Twitter to share a picture of himself with Virat Kohli, MS Dhoni and other Team India members at Dhoni's residence in Ranchi. ""Bhabhiji ruining our fitness levels...Super fun evening with fam-jam! Thank you...@msdhoni and @SaakshiSRawat for hosting us,"" he wrote. India is scheduled to face Australia in an ODI at Dhoni's hometown Ranchi on Friday.",sports,"Bhabhiji ruining our fitness levels: Pant on dinner at Dhoni's home. Wicketkeeper-batsman Rishabh Pant took to Twitter to share a picture of himself with Virat Kohli, MS Dhoni and other Team India members at Dhoni's residence in Ranchi. ""Bhabhiji ruining our fitness levels...Super fun evening with fam-jam! Thank you...@msdhoni and @SaakshiSRawat for hosting us,"" he wrote. India is scheduled to face Australia in an ODI at Dhoni's hometown Ranchi on Friday.",bhabhiji ruin fitness level pant dinner dhoni home wicketkeeper batsman rishabh pant take twitter share picture virat kohli ms dhoni team india member dhoni residence ranchi bhabhiji ruin fitness level super fun evening fam jam thank msdhoni saakshisrawat host us write india schedule face australia odi dhoni hometown ranchi friday,"(S
  (NP Bhabhiji/NNP ruining/VBG fitness/NN levels/NNS)
  :/:
  (NP Pant/NNP dinner/NN Dhonis/NNP)
  (VP home./VBD)
  (NP Wicketkeeper-batsman/NNP Rishabh/NNP Pant/NNP)
  (VP took/VBD)
  (NP Twitter/NNP share/NN picture/NN Virat/NNP Kohli/NNP)
  ,/,
  (NP
    MS/NNP
    Dhoni/NNP
    Team/NNP
    India/NNP
    members/NNS
    Dhonis/NNP
    residence/NN
    Ranchi./NNP
    ""/NNP
    Bhabhiji/NNP)
  (VP ruining/VBG)
  (NP fitness/NN levels/NNS)
  .../:
  (NP Super/NNP fun/NN)
  (VP evening/VBG)
  (NP fam-jam/JJ)
  !/.
  (NP Thank/NN)
  .../:
  (NP @msdhoni/NNP @SaakshiSRawat/NNP)
  (VP hosting/VBG)
  (NP us/PRP)
  ,/,
  ""/''
  (PP wrote./IN)
  (NP India/NNP)
  (VP scheduled/VBD)
  (NP
    face/NN
    Australia/NNP
    ODI/NNP
    Dhonis/NNP
    hometown/JJ
    Ranchi/NNP
    Friday/NNP)
  ./.)"
MS Dhoni hosts Team India for dinner at his home in Ranchi,"Former captain MS Dhoni and his wife Sakshi Dhoni hosted Team India for dinner at their residence in Ranchi on Wednesday. Team India leg-spinner Yuzvendra Chahal shared a photo from the evening and captioned it, ""Thank you for last night @msdhoni bhai and @SaakshiSRawat bhabhi."" India's support staff including Ravi Shastri and Sanjay Bangar were also seen in the picture. ",sports,"MS Dhoni hosts Team India for dinner at his home in Ranchi. Former captain MS Dhoni and his wife Sakshi Dhoni hosted Team India for dinner at their residence in Ranchi on Wednesday. Team India leg-spinner Yuzvendra Chahal shared a photo from the evening and captioned it, ""Thank you for last night @msdhoni bhai and @SaakshiSRawat bhabhi."" India's support staff including Ravi Shastri and Sanjay Bangar were also seen in the picture. ",dhoni host team india dinner home ranchi former captain ms dhoni wife sakshi dhoni host team india dinner residence ranchi wednesday team india leg spinner yuzvendra chahal share photo evening caption thank last night msdhoni bhai saakshisrawat bhabhi indias support staff include ravi shastri sanjay bangar also see picture,"(S
  (NP MS/NNP Dhoni/NNP)
  (VP hosts/VBZ)
  (NP
    Team/NNP
    India/NNP
    dinner/NN
    home/NN
    Ranchi./NNP
    Former/NNP
    captain/NN
    MS/NNP
    Dhoni/NNP
    wife/NN
    Sakshi/NNP
    Dhoni/NNP)
  (VP hosted/VBD)
  (NP
    Team/NNP
    India/NNP
    dinner/NN
    residence/NN
    Ranchi/NNP
    Wednesday./NNP
    Team/NNP
    India/NNP
    leg-spinner/NN
    Yuzvendra/NNP
    Chahal/NNP)
  (VP shared/VBD)
  (NP photo/NN evening/NN)
  (VP captioned/VBD)
  ,/,
  (NP
    ""/NNP
    Thank/NNP
    last/JJ
    night/NN
    @msdhoni/NNP
    bhai/NN
    @SaakshiSRawat/NNP
    bhabhi./NN
    ""/NN
    Indias/NNP
    support/NN
    staff/NN)
  (VP including/VBG)
  (NP Ravi/NNP Shastri/NNP Sanjay/NNP Bangar/NNP)
  also/RB
  (VP seen/VBN)
  (NP picture./NN))"
Your future is as bright as your faith: Shastri on 500th ODI win ,"Following India's 500th ODI victory, India head coach Ravi Shastri took to Twitter to share a picture of the team in a huddle and wrote, ""Your future is as bright as your faith."" India defeated Australia by eight runs in the second ODI at Nagpur to record their 500th ODI victory. The third India-Australia ODI will take place in Ranchi.",sports,"Your future is as bright as your faith: Shastri on 500th ODI win . Following India's 500th ODI victory, India head coach Ravi Shastri took to Twitter to share a picture of the team in a huddle and wrote, ""Your future is as bright as your faith."" India defeated Australia by eight runs in the second ODI at Nagpur to record their 500th ODI victory. The third India-Australia ODI will take place in Ranchi.",future bright faith shastri 500th odi win follow indias 500th odi victory india head coach ravi shastri take twitter share picture team huddle write future bright faith india defeat australia eight run second odi nagpur record 500th odi victory third india australia odi take place ranchi,"(S
  (NP future/JJ bright/JJ faith/NN)
  :/:
  (NP Shastri/NNP 500th/CD ODI/NNP win/NN)
  ./.
  (VP Following/VBG)
  (NP Indias/NNP 500th/CD ODI/NNP victory/NN)
  ,/,
  (NP India/NNP head/NN coach/NN Ravi/NNP Shastri/NNP)
  (VP took/VBD)
  (NP Twitter/NNP share/NN picture/NN team/NN huddle/NN)
  (VP wrote/VBD)
  ,/,
  (NP ""/JJ future/NN)
  (VP bright/VBD)
  (NP faith./JJ ""/NNP India/NNP)
  (VP defeated/VBD)
  (NP
    Australia/NNP
    eight/CD
    runs/NNS
    second/JJ
    ODI/NNP
    Nagpur/NNP
    record/NN
    500th/CD
    ODI/NNP
    victory./JJ
    third/JJ
    India-Australia/JJ
    ODI/NNP)
  (VP take/VB)
  (NP place/NN Ranchi/NNP)
  ./.)"
Perfect team evening: Kohli on Dhoni hosting team at his residence ,"Team India captain Virat Kohli took to Twitter to share a selfie clicked at residence of former India captain MS Dhoni in Ranchi. ""Great night with the boys at Mahi bhai's place last night. Good food, fun chats all around and great energy. Perfect team evening,"" he added. India are scheduled to face Australia in the third ODI on Friday.",sports,"Perfect team evening: Kohli on Dhoni hosting team at his residence . Team India captain Virat Kohli took to Twitter to share a selfie clicked at residence of former India captain MS Dhoni in Ranchi. ""Great night with the boys at Mahi bhai's place last night. Good food, fun chats all around and great energy. Perfect team evening,"" he added. India are scheduled to face Australia in the third ODI on Friday.",perfect team evening kohli dhoni host team residence team india captain virat kohli take twitter share selfie click residence former india captain ms dhoni ranchi great night boy mahi bhais place last night good food fun chat around great energy perfect team evening add india schedule face australia third odi friday,"(S
  (NP Perfect/NNP team/NN evening/NN)
  :/:
  (NP Kohli/NNP Dhoni/NNP)
  (VP hosting/VBG)
  (NP team/NN residence/NN)
  ./.
  (NP Team/NNP India/NNP captain/NN Virat/NNP Kohli/NNP)
  (VP took/VBD)
  (NP Twitter/NNP share/NN selfie/NN)
  (VP clicked/VBD)
  (NP
    residence/NN
    former/JJ
    India/NNP
    captain/NN
    MS/NNP
    Dhoni/NNP
    Ranchi./NNP
    ""/NNP
    Great/NNP
    night/NN
    boys/NNS
    Mahi/NNP
    bhais/NN
    place/NN
    last/JJ)
  night./RB
  (NP Good/JJ food/NN)
  ,/,
  (NP fun/NN chats/NNS)
  (PP around/IN)
  (NP great/JJ energy./NN Perfect/NNP team/NN evening/NN)
  ,/,
  (NP ""/NNP)
  (VP added./VBZ)
  (NP India/NNP)
  (VP scheduled/VBD)
  (NP face/NN Australia/NNP third/JJ ODI/NNP Friday/NNP)
  ./.)"
Apne hi ghar mai kya inaugurate karna: Dhoni on stand named after him,"Jharkhand State Cricket Association (JSCA) Secretary Debasish Chakraborty has revealed that former captain MS Dhoni declined to inaugurate the 'Dhoni Pavilion' stand at the stadium in Ranchi. ""We requested him but he said 'Dada apne hi ghar mein kya inaugurate karna?' (What's there to inaugurate in my own house?). He is still so humble and down to earth,"" he added.",sports,"Apne hi ghar mai kya inaugurate karna: Dhoni on stand named after him. Jharkhand State Cricket Association (JSCA) Secretary Debasish Chakraborty has revealed that former captain MS Dhoni declined to inaugurate the 'Dhoni Pavilion' stand at the stadium in Ranchi. ""We requested him but he said 'Dada apne hi ghar mein kya inaugurate karna?' (What's there to inaugurate in my own house?). He is still so humble and down to earth,"" he added.",apne hi ghar mai kya inaugurate karna dhoni stand name jharkhand state cricket association jsca secretary debasish chakraborty reveal former captain ms dhoni decline inaugurate dhoni pavilion stand stadium ranchi request say dada apne hi ghar mein kya inaugurate karna inaugurate house still humble earth add,"(S
  (NP Apne/NNP hi/NN ghar/NN mai/NN kya/NN inaugurate/NN karna/NN)
  :/:
  (NP Dhoni/NNP stand/NN)
  (VP named/VBN)
  (NP him./NN Jharkhand/NNP State/NNP Cricket/NNP Association/NNP)
  (/(
  (NP JSCA/NNP)
  )/)
  (NP Secretary/NNP Debasish/NNP Chakraborty/NNP)
  (VP revealed/VBD)
  (NP former/JJ captain/NN MS/NNP Dhoni/NNP)
  (VP declined/VBD)
  (NP inaugurate/JJ Dhoni/NNP Pavilion/NNP)
  (VP stand/VBP)
  (NP stadium/NN Ranchi./NNP ""/NNP)
  (VP requested/VBD said/VBD)
  (NP Dada/NNP)
  (VP apne/VBD)
  (NP hi/JJ ghar/NN mein/NN kya/NN inaugurate/NN karna/NN)
  ?/.
  (/(
  (VP inaugurate/VB)
  (NP house/NN)
  ?/.
  )/)
  ./.
  still/RB
  (NP humble/JJ earth/NN)
  ,/,
  (NP ""/NNP)
  (VP added/VBD)
  ./.)"
De Kock smashes bat in dressing room after getting out for 94,"South Africa wicketkeeper-opener Quinton de Kock was seen swinging his bat wildly at some object in frustration in the dressing room after getting out for 94(70) in the second ODI against Sri Lanka. Reacting to it, a user tweeted, ""I guess it's safe to assume that this was the last innings Quinton de Kock had with this particular bat.""",sports,"De Kock smashes bat in dressing room after getting out for 94. South Africa wicketkeeper-opener Quinton de Kock was seen swinging his bat wildly at some object in frustration in the dressing room after getting out for 94(70) in the second ODI against Sri Lanka. Reacting to it, a user tweeted, ""I guess it's safe to assume that this was the last innings Quinton de Kock had with this particular bat.""",de kock smash bat dressing room get 94 south africa wicketkeeper opener quinton de kock see swing bat wildly object frustration dressing room get 94 70 second odi sri lanka react user tweet guess safe assume last innings quinton de kock particular bat,"(S
  (NP De/NNP Kock/NNP smashes/NNS)
  (VP bat/VBP dressing/VBG)
  (NP
    room/NN
    getting/VBG
    94./CD
    South/NNP
    Africa/NNP
    wicketkeeper-opener/JJ
    Quinton/NNP)
  (PP de/IN)
  (NP Kock/NNP seen/VBN)
  (VP swinging/VBG)
  (NP bat/NN)
  wildly/RB
  (NP object/JJ frustration/NN)
  (VP dressing/VBG)
  (NP room/NN getting/VBG 94(/CD 70/CD)
  )/)
  (NP second/JJ ODI/NNP Sri/NNP Lanka./NNP Reacting/NNP)
  ,/,
  user/RB
  (VP tweeted/VBN)
  ,/,
  (NP ""/JJ guess/NN safe/JJ assume/NN last/JJ innings/JJ Quinton/NNP)
  (PP de/IN)
  (NP Kock/NNP particular/JJ bat/NN)
  ./.
  (NP ""/NN))"
Man Utd post record comeback with 94th-min goal to knock PSG out of CL,Manchester United defeated PSG 3-1 in Paris on Wednesday after losing 0-2 in Manchester to advance to Champions League quarter-finals on away goals. United became the first team in Champions League history to progress to the next round after losing first leg at home by at least two goals. Forward Marcus Rashford converted a 94th-minute penalty to help United advance. ,sports,Man Utd post record comeback with 94th-min goal to knock PSG out of CL. Manchester United defeated PSG 3-1 in Paris on Wednesday after losing 0-2 in Manchester to advance to Champions League quarter-finals on away goals. United became the first team in Champions League history to progress to the next round after losing first leg at home by at least two goals. Forward Marcus Rashford converted a 94th-minute penalty to help United advance. ,man utd post record comeback 94th min goal knock psg cl manchester unite defeat psg 3 1 paris wednesday lose 0 2 manchester advance champion league quarter final away goal unite become first team champion league history progress next round lose first leg home least two goal forward marcus rashford convert 94th minute penalty help unite advance,"(S
  (NP
    Man/NNP
    Utd/NNP
    post/NN
    record/NN
    comeback/NN
    94th-min/JJ
    goal/NN
    knock/NN
    PSG/NNP
    CL./NNP
    Manchester/NNP
    United/NNP)
  (VP defeated/VBD)
  (NP PSG/NNP 3-1/JJ Paris/NNP Wednesday/NNP)
  (VP losing/VBG)
  (NP
    0-2/JJ
    Manchester/NNP
    advance/NN
    Champions/NNP
    League/NNP
    quarter-finals/NNS)
  away/RB
  goals./RB
  (NP United/NNP)
  (VP became/VBD)
  (NP
    first/JJ
    team/NN
    Champions/NNP
    League/NNP
    history/NN
    progress/NN
    next/JJ
    round/NN)
  (VP losing/VBG)
  (NP
    first/JJ
    leg/NN
    home/NN
    least/JJS
    two/CD
    goals./JJ
    Forward/NNP
    Marcus/NNP
    Rashford/NNP)
  (VP converted/VBD)
  (NP 94th-minute/CD penalty/NN help/NN United/NNP advance./NN))"
"Player celebrates goal by climbing ladder, changing scorecard","During a second division match in Guatemala, Deportivo Carcha's Luis Acuna opened the scoring against Deportivo Jocotan and celebrated the goal by climbing a ladder to change the scoreboard. The Argentina-born midfielder converted a penalty in the 80th minute and did the celebration before being booked by the referee. Deportivo Carcha went on to win the match 1-0.",sports,"Player celebrates goal by climbing ladder, changing scorecard. During a second division match in Guatemala, Deportivo Carcha's Luis Acuna opened the scoring against Deportivo Jocotan and celebrated the goal by climbing a ladder to change the scoreboard. The Argentina-born midfielder converted a penalty in the 80th minute and did the celebration before being booked by the referee. Deportivo Carcha went on to win the match 1-0.",player celebrate goal climb ladder change scorecard second division match guatemala deportivo carcha luis acuna open scoring deportivo jocotan celebrate goal climb ladder change scoreboard argentina bear midfielder convert penalty 80th minute celebration book referee deportivo carcha go win match 1 0,"(S
  (NP Player/NNP)
  (VP celebrates/VBZ)
  (NP goal/NN climbing/VBG ladder/NN)
  ,/,
  (VP changing/VBG)
  (NP scorecard./JJ second/JJ division/NN match/NN Guatemala/NNP)
  ,/,
  (NP Deportivo/NNP Carchas/NNP Luis/NNP Acuna/NNP)
  (VP opened/VBD scoring/VBG)
  (NP Deportivo/NNP Jocotan/NNP)
  (VP celebrated/VBD)
  (NP goal/NN climbing/VBG ladder/JJR change/NN)
  (VP scoreboard./VBD)
  (NP Argentina-born/NNP midfielder/NN)
  (VP converted/VBD)
  (NP penalty/NN 80th/CD minute/NN celebration/NN)
  (VP booked/VBD)
  (NP referee./JJ Deportivo/NNP Carcha/NNP)
  (VP went/VBD)
  (NP win/JJ match/NN 1-0/CD)
  ./.)"
"Ritu Phogat shares pic while training for MMA, dedicates post to dad","Indian wrestlers Geeta and Babita Phogat's sister Ritu, who recently left wrestling for MMA, took to Twitter to share her picture while training and dedicated the post to her father. ""My dad once said, 'Main Apni Choriyo Ko Itna Qabil Banaonga Ke Choray Unhai Daikhne Nahi...Wo Choro Ko Daikhnai Jawaynge' #DangalGirls #girlpower #daddy #prouddaughter #thankyou,"" she wrote.",sports,"Ritu Phogat shares pic while training for MMA, dedicates post to dad. Indian wrestlers Geeta and Babita Phogat's sister Ritu, who recently left wrestling for MMA, took to Twitter to share her picture while training and dedicated the post to her father. ""My dad once said, 'Main Apni Choriyo Ko Itna Qabil Banaonga Ke Choray Unhai Daikhne Nahi...Wo Choro Ko Daikhnai Jawaynge' #DangalGirls #girlpower #daddy #prouddaughter #thankyou,"" she wrote.",ritu phogat share pic train mma dedicate post dad indian wrestler geeta babita phogat sister ritu recently leave wrestling mma take twitter share picture training dedicate post father dad say main apni choriyo ko itna qabil banaonga ke choray unhai daikhne nahi wo choro ko daikhnai jawaynge dangalgirl girlpower daddy prouddaughter thankyou write,"(S
  (NP Ritu/NNP Phogat/NNP shares/NNS)
  (VP pic/VBP training/VBG)
  (NP MMA/NNP)
  ,/,
  (VP dedicates/VBZ)
  (NP
    post/NN
    dad./NN
    Indian/JJ
    wrestlers/NNS
    Geeta/NNP
    Babita/NNP
    Phogats/NNP
    sister/NN
    Ritu/NNP)
  ,/,
  recently/RB
  (VP left/VBD)
  (NP wrestling/NN MMA/NNP)
  ,/,
  (VP took/VBD)
  (NP Twitter/NNP share/NN picture/NN training/NN)
  (VP dedicated/VBN)
  (NP post/NN father./NN ""/NNP dad/NN)
  (VP said/VBD)
  ,/,
  (NP
    Main/NNP
    Apni/NNP
    Choriyo/NNP
    Ko/NNP
    Itna/NNP
    Qabil/NNP
    Banaonga/NNP
    Ke/NNP
    Choray/NNP
    Unhai/NNP
    Daikhne/NNP
    Nahi/NNP)
  .../:
  (NP
    Wo/NNP
    Choro/NNP
    Ko/NNP
    Daikhnai/NNP
    Jawaynge/NNP
    #DangalGirls/NNP
    #girlpower/NNP
    #daddy/NNP
    #prouddaughter/NNP
    #thankyou/NNP)
  ,/,
  (NP ""/NNP)
  (VP wrote/VBD)
  ./.)"
Still seeking international ban on Pak despite ICC snub: COA chief,"Committee of Administrators (CoA) chairman Vinod Rai has said that the BCCI is still seeking a ban on Pakistan despite the ICC saying it was not their domain to sever ties with nations harbouring terrorism. ""Let the time come. [World Cup] is still four months away,"" Rai added. ""It is a process which goes slow,"" he added.",sports,"Still seeking international ban on Pak despite ICC snub: COA chief. Committee of Administrators (CoA) chairman Vinod Rai has said that the BCCI is still seeking a ban on Pakistan despite the ICC saying it was not their domain to sever ties with nations harbouring terrorism. ""Let the time come. [World Cup] is still four months away,"" Rai added. ""It is a process which goes slow,"" he added.",still seek international ban pak despite icc snub coa chief committee administrator coa chairman vinod rai say bcci still seek ban pakistan despite icc say not domain sever tie nation harbour terrorism let time come [ world cup ] still four month away rai add process go slow add,"(S
  Still/RB
  (VP seeking/VBG)
  (NP international/JJ ban/NN Pak/NNP)
  (PP despite/IN)
  (NP ICC/NNP snub/NN)
  :/:
  (NP COA/NNP)
  (VP chief./VBZ)
  (NP Committee/NNP Administrators/NNP)
  (/(
  (NP CoA/NNP)
  )/)
  (NP chairman/NN Vinod/NNP Rai/NNP)
  (VP said/VBD)
  (NP BCCI/NNP)
  still/RB
  (VP seeking/VBG)
  (NP ban/NN Pakistan/NNP)
  (PP despite/IN)
  (NP ICC/NNP saying/VBG)
  not/RB
  (VP domain/VB)
  (NP sever/JJ ties/NNS nations/NNS)
  (VP harbouring/VBG)
  (NP terrorism./JJ ""/NNP Let/NNP time/NN)
  (VP come./VB)
  (NP [/JJ World/NNP Cup/NNP ]/NNP)
  still/RB
  (NP four/CD months/NNS)
  away/RB
  ,/,
  (NP ""/JJ Rai/NNP added./NN ""/NNP process/NN)
  (VP goes/VBZ slow/VB)
  ,/,
  (NP ""/NNP)
  (VP added/VBD)
  ./.)"
"SA's Miller attempts quick stumping, Du Plessis calls him 'MS Dhoni'","During Sri Lanka's 32nd over in the second ODI against South Africa, South Africa batsman David Miller attempted a quick stumping off Imran Tahir when regular wicketkeeper Quinton de Kock had left the field. Miller quickly dislodged the bails after Vishwa Fernando missed a shot, after which South Africa captain Faf du Plessis termed Miller as 'MS Dhoni'.",sports,"SA's Miller attempts quick stumping, Du Plessis calls him 'MS Dhoni'. During Sri Lanka's 32nd over in the second ODI against South Africa, South Africa batsman David Miller attempted a quick stumping off Imran Tahir when regular wicketkeeper Quinton de Kock had left the field. Miller quickly dislodged the bails after Vishwa Fernando missed a shot, after which South Africa captain Faf du Plessis termed Miller as 'MS Dhoni'.",sas miller attempt quick stumping du plessis call ms dhoni sri lankas 32nd second odi south africa south africa batsman david miller attempt quick stumping imran tahir regular wicketkeeper quinton de kock leave field miller quickly dislodge bail vishwa fernando miss shot south africa captain faf du plessis term miller ms dhoni,"(S
  (NP SAs/NNP Miller/NNP)
  (VP attempts/VBZ)
  (NP quick/JJ stumping/NN)
  ,/,
  (NP Du/NNP Plessis/NNP)
  (VP calls/VBZ)
  (NP
    MS/NNP
    Dhoni./NNP
    Sri/NNP
    Lankas/NNP
    32nd/CD
    second/JJ
    ODI/NNP
    South/NNP
    Africa/NNP)
  ,/,
  (NP South/NNP Africa/NNP batsman/NN David/NNP Miller/NNP)
  (VP attempted/VBD)
  (NP quick/JJ stumping/NN Imran/NNP Tahir/NNP regular/JJ)
  (PP wicketkeeper/IN)
  (NP Quinton/NNP de/FW Kock/NNP)
  (VP left/VBD)
  (NP field./JJ Miller/NNP)
  quickly/RB
  (VP dislodged/VBD)
  (NP bails/NNS Vishwa/NNP Fernando/NNP)
  (VP missed/VBD)
  (NP shot/NN)
  ,/,
  (NP South/NNP Africa/NNP)
  (VP captain/VBP)
  (NP Faf/NNP du/NN Plessis/NNP)
  (VP termed/VBD)
  (NP Miller/NNP MS/NNP Dhoni/NNP)
  ./.)"
